"contestKey","contestLongName","districtName","jurisdictionName","choiceKey","choiceName","partyShortName","r1106_eb","r1106","r1108","r1109","r1110","r1111","r1112","r1113","r1114","r1115","r1116","r1117","r1119"
1619,"Governor","Statewide","Yuma",6420,"Ducey, Doug","REP",16255,4871,1241,1249,0,0,0,0,0,0,342,0,0
1619,"Governor","Statewide","State",6987,"Garcia, David","DEM",507581,182678,66110,65921,47604,22541,22268,8214,12250,18822,11327,20409,8615
1619,"Governor","Statewide","Apache",6987,"Garcia, David","DEM",3400,8645,208,2552,0,137,0,0,0,13,0,0,0
1619,"Governor","Statewide","Cochise",6987,"Garcia, David","DEM",9992,2483,0,1525,0,0,0,573,0,3,0,0,0
1619,"Governor","Statewide","Coconino",6987,"Garcia, David","DEM",18874,5979,0,606,0,2809,1238,422,526,258,0,0,0
1619,"Governor","Statewide","Gila",6987,"Garcia, David","DEM",3578,1181,592,61,209,0,0,0,0,2,0,0,0
1619,"Governor","Statewide","Graham",6987,"Garcia, David","DEM",1764,621,184,0,0,0,0,0,0,0,0,0,0
1619,"Governor","Statewide","Greenlee",6987,"Garcia, David","DEM",765,67,0,0,0,0,0,0,0,0,0,0,0
1619,"Governor","Statewide","Maricopa",6987,"Garcia, David","DEM",284565,105152,59873,37717,30072,15872,8783,6881,9278,8893,10991,16362,8615
1619,"Governor","Statewide","Mohave",6987,"Garcia, David","DEM",8006,3590,213,858,703,0,49,123,38,0,0,0,0
1619,"Governor","Statewide","Navajo",6987,"Garcia, David","DEM",5624,6973,0,0,864,184,0,0,1,0,0,0,0
1619,"Governor","Statewide","Pima",6987,"Garcia, David","DEM",117770,27722,0,13668,13303,0,9275,0,0,9442,0,4047,0
1619,"Governor","Statewide","Pinal",6987,"Garcia, David","DEM",13886,8165,2693,4273,1836,2618,2923,0,2407,0,0,0,0
1619,"Governor","Statewide","Santa Cruz",6987,"Garcia, David","DEM",4826,2026,0,1552,0,0,0,0,0,3,0,0,0
1619,"Governor","Statewide","Yavapai",6987,"Garcia, David","DEM",23665,4627,899,1114,617,921,0,215,0,101,0,0,0
1619,"Governor","Statewide","Yuma",6987,"Garcia, David","DEM",10866,4432,1448,1995,0,0,0,0,0,0,336,0,0
1619,"Governor","Statewide","State",6829,"Torres, Angel","GRN",24720,10051,3342,3191,2580,1245,1234,512,786,1051,633,1155,462
1619,"Governor","Statewide","Apache",6829,"Torres, Angel","GRN",225,528,4,145,0,10,0,0,0,0,0,0,0
1619,"Governor","Statewide","Cochise",6829,"Torres, Angel","GRN",745,244,0,137,0,0,0,75,0,0,0,0,0
1619,"Governor","Statewide","Coconino",6829,"Torres, Angel","GRN",771,343,0,20,0,157,70,22,27,30,0,0,0
1619,"Governor","Statewide","Gila",6829,"Torres, Angel","GRN",285,90,59,10,23,0,0,0,0,1,0,0,0
1619,"Governor","Statewide","Graham",6829,"Torres, Angel","GRN",198,59,19,0,0,0,0,0,0,0,0,0,0
1619,"Governor","Statewide","Greenlee",6829,"Torres, Angel","GRN",73,7,0,0,0,0,0,0,0,0,0,0,0
1619,"Governor","Statewide","Maricopa",6829,"Torres, Angel","GRN",13507,5277,2932,1639,1528,786,419,385,552,485,617,906,462
1619,"Governor","Statewide","Mohave",6829,"Torres, Angel","GRN",702,368,19,123,88,0,8,16,1,0,0,0,0
1619,"Governor","Statewide","Navajo",6829,"Torres, Angel","GRN",475,471,0,0,94,15,0,0,0,0,0,0,0
1619,"Governor","Statewide","Pima",6829,"Torres, Angel","GRN",4798,1384,0,584,664,0,491,0,0,508,0,249,0
1619,"Governor","Statewide","Pinal",6829,"Torres, Angel","GRN",912,568,167,323,134,211,246,0,206,0,0,0,0
1619,"Governor","Statewide","Santa Cruz",6829,"Torres, Angel","GRN",180,44,0,37,0,0,0,0,0,0,0,0,0
1619,"Governor","Statewide","Yavapai",6829,"Torres, Angel","GRN",1392,346,68,83,49,66,0,14,0,11,0,0,0
1619,"Governor","Statewide","Yuma",6829,"Torres, Angel","GRN",457,209,74,90,0,0,0,0,0,0,16,0,0
1652,"State Senator - District No.  1","Legislative District 1","State",7063,"Craycraft, Jo","DEM",23159,4555,1572,1683,604,725,26,320,160,210,138,305,97
1652,"State Senator - District No.  1","Legislative District 1","Maricopa",7063,"Craycraft, Jo","DEM",5683,1595,1074,875,157,48,26,180,160,137,138,305,97
1652,"State Senator - District No.  1","Legislative District 1","Yavapai",7063,"Craycraft, Jo","DEM",17476,2960,498,808,447,677,0,140,0,73,0,0,0
1652,"State Senator - District No.  1","Legislative District 1","State",6529,"Fann, Karen","REP",52802,12074,2753,3772,1575,1184,46,756,310,466,269,631,218
